season,week,home_team,away_team,bet_spread,ats_outcome,bet_total,ou_outcome,edge_spread,edge_total
2025,2,Louisville,James Madison,True,1.0,True,1.0,22.635483640130804,-1.4920857517399284
2025,2,Northwestern,Western Illinois,True,1.0,True,1.0,38.409264542174554,3.0794593011637943
2025,2,Maryland,Northern Illinois,True,1.0,True,0.0,25.73139019710687,9.314954251236564
2025,2,Boise State,Eastern Washington,True,1.0,True,0.0,37.78109083761729,-8.787114878685436
2025,2,Indiana,Kennesaw State,True,1.0,True,1.0,45.53855073436222,2.629687981807564
2025,2,SMU,Baylor,True,0.0,True,0.0,15.80904862321644,-11.143171317687347
2025,2,Pittsburgh,Central Michigan,True,1.0,True,1.0,30.78719384053209,6.960416584207273
2025,2,Penn State,Florida International,True,1.0,True,0.0,48.70920059962967,0.8832295471182618
2025,2,Texas,San José State,True,1.0,True,1.0,43.16597519855769,-0.7871148786854363
2025,2,Florida State,East Texas A&M,True,1.0,True,0.0,55.9376703071769,-1.9884762043804614
2025,2,Syracuse,UConn,True,1.0,True,1.0,8.26361275606828,-5.787114878685436
2025,2,Duke,Illinois,True,0.0,True,1.0,4.189224689967486,5.259483438062901
2025,2,Minnesota,Northwestern State,False,,True,1.0,,1.8613016036995376
2025,2,NC State,Virginia,True,1.0,True,1.0,8.227258405507385,1.3899756023728216
2025,2,Texas Tech,Kent State,True,1.0,True,0.0,56.82084018507478,-4.525701967843325
2025,2,Iowa State,Iowa,True,1.0,True,0.0,12.389695439418729,10.97743641176234
2025,2,Jacksonville State,Liberty,True,0.0,True,1.0,-3.8070200332474444,1.2128851213145637
2025,2,Texas A&M,Utah State,True,1.0,True,0.0,41.98766625158542,-2.3774631033952645
2025,2,Wake Forest,Western Carolina,True,1.0,True,1.0,25.25863863801977,-6.746574989390574
2025,2,Temple,Howard,True,1.0,True,1.0,38.80557689942339,6.212885121314564
2025,2,New Mexico,Idaho State,True,1.0,True,1.0,23.959248809589848,-7.687636678302127
2025,2,Rutgers,Miami (OH),True,1.0,True,1.0,26.35448202253975,9.694192987432864
2025,2,Cincinnati,Bowling Green,True,1.0,True,1.0,24.651101110885506,7.30896917013154
2025,2,Ohio State,Grambling,True,1.0,True,0.0,60.45627434207981,-11.720174124584965
2025,2,Tennessee,East Tennessee State,True,1.0,True,0.0,50.72984185083973,-3.1140280229708424
