season,week,home_team,away_team,home_points,away_points,actual_margin,spread_line,ats_pick_team,ats_pick_description,spread_result,bet_spread,ats_outcome,bet_total,ou_outcome,edge_spread,edge_total
2025,3,Nevada,Middle Tennessee,13.0,14.0,-1.0,-9.5,Nevada,Nevada -9.5,LOSS,True,0.0,True,0.0,21.147290708744844,4.374256622313055
2025,3,Bowling Green,Liberty,23.0,13.0,10.0,6.5,Bowling Green,Bowling Green +6.5,WIN,True,1.0,True,0.0,0.5788682592522649,2.561335908160828
2025,3,Charlotte,Monmouth,42.0,35.0,7.0,-2.5,Monmouth,Monmouth +2.5,LOSS,True,0.0,True,0.0,3.157146287688338,-11.539495433138079
2025,3,Kennesaw State,Merrimack,27.0,13.0,14.0,-17.5,Merrimack,Merrimack +17.5,WIN,True,1.0,True,0.0,22.718174108219504,7.710534941674567
2025,3,Marshall,Eastern Kentucky,38.0,7.0,31.0,-17.5,Eastern Kentucky,Eastern Kentucky +17.5,LOSS,True,0.0,True,0.0,24.008850948766714,2.8438691193553396
2025,3,Florida International,Florida Atlantic,38.0,28.0,10.0,-1.5,Florida International,Florida International -1.5,WIN,True,1.0,True,0.0,8.408736956658604,-2.2543237280803083
2025,3,Mississippi State,Alcorn State,63.0,0.0,63.0,,no bet,no line,no bet,False,,False,,,-0.24127283370185637
2025,3,Ole Miss,Arkansas,41.0,35.0,6.0,-4.5,Ole Miss,Ole Miss -4.5,WIN,True,1.0,True,0.0,10.710319694511952,-5.3427262030515905
2025,3,Georgia Southern,Jacksonville State,41.0,34.0,7.0,-3.5,Jacksonville State,Jacksonville State +3.5,LOSS,True,0.0,True,0.0,4.787444989254287,-5.523152687319943
2025,3,Georgia State,Murray State,37.0,21.0,16.0,-31.5,Murray State,Murray State +31.5,WIN,True,1.0,True,1.0,32.37329569995725,-8.350897002938211
2025,3,Illinois,Western Michigan,38.0,0.0,38.0,-27.5,Western Michigan,Western Michigan +27.5,LOSS,True,0.0,True,0.0,46.09173063848954,3.892883575941042
2025,3,Virginia Tech,Old Dominion,26.0,45.0,-19.0,-5.5,Old Dominion,Old Dominion +5.5,WIN,True,1.0,True,1.0,5.7146212393489515,5.553787102315738
2025,3,Rice,Prairie View A&M,38.0,17.0,21.0,-29.5,Prairie View A&M,Prairie View A&M +29.5,WIN,True,1.0,True,1.0,34.49102793586363,6.114019105094599
2025,3,Southern Miss,App State,38.0,22.0,16.0,2.5,App State,App State -2.5,LOSS,True,0.0,False,,-0.573016084084516,-0.37829291758944805
2025,3,Ohio State,Ohio,37.0,9.0,28.0,-28.5,Ohio,Ohio +28.5,WIN,True,1.0,True,0.0,40.37078251084266,5.32769784554759
2025,3,Notre Dame,Texas A&M,40.0,41.0,-1.0,-7.5,Texas A&M,Texas A&M +7.5,WIN,True,1.0,True,1.0,8.487731514063062,3.243292362721448
2025,3,Louisiana Tech,New Mexico State,49.0,14.0,35.0,-10.5,New Mexico State,New Mexico State +10.5,LOSS,True,0.0,True,1.0,13.960583353947834,10.356953572820402
2025,3,Iowa,Massachusetts,47.0,7.0,40.0,-35.5,Massachusetts,Massachusetts +35.5,LOSS,True,0.0,True,1.0,49.64992312780218,9.311599834745508
2025,3,Kentucky,Eastern Michigan,48.0,23.0,25.0,-26.5,Eastern Michigan,Eastern Michigan +26.5,WIN,True,1.0,True,1.0,38.46414658042835,4.522185877207363
2025,3,LSU,Florida,20.0,10.0,10.0,-5.5,LSU,LSU -5.5,WIN,True,1.0,True,0.0,15.72199925291136,5.8011717801168174
2025,3,Coastal Carolina,East Carolina,0.0,38.0,-38.0,7.5,East Carolina,East Carolina -7.5,WIN,True,1.0,True,1.0,-2.8524319260868047,-3.7128898132438337
2025,3,South Carolina,Vanderbilt,7.0,31.0,-24.0,-2.5,South Carolina,South Carolina -2.5,LOSS,True,0.0,True,0.0,8.824814583412072,6.932295505259233
2025,3,Tulane,Duke,34.0,27.0,7.0,1.5,Tulane,Tulane +1.5,WIN,True,1.0,False,,10.831775359462565,-0.47918293857872385
2025,3,Tulsa,Navy,23.0,42.0,-19.0,13.5,Navy,Navy -13.5,WIN,True,1.0,False,,-10.53796928433925,0.35800238516630145
2025,3,Wyoming,Utah,6.0,31.0,-25.0,24.5,Utah,Utah -24.5,WIN,True,1.0,True,0.0,-18.863082814220533,7.73738318348007
2025,3,TCU,Abilene Christian,42.0,21.0,21.0,-41.5,Abilene Christian,Abilene Christian +41.5,WIN,True,1.0,True,0.0,56.09158494398335,-6.798485082300246
2025,3,UAB,Akron,31.0,28.0,3.0,-13.5,Akron,Akron +13.5,WIN,True,1.0,True,1.0,26.74581874228037,-3.0042964379039674
2025,3,Utah State,Air Force,49.0,30.0,19.0,3.5,no bet,no bet,no bet,False,,True,1.0,0.3384346629858155,2.6639826492857495
2025,3,Fresno State,Southern,56.0,7.0,49.0,-35.5,Southern,Southern +35.5,LOSS,True,0.0,True,1.0,45.73439497061909,4.173440995829033
2025,3,Arizona State,Texas State,34.0,15.0,19.0,-18.5,Texas State,Texas State +18.5,LOSS,True,0.0,True,1.0,22.245640768617612,-5.327770030856186
2025,3,Stanford,Boston College,30.0,20.0,10.0,13.5,Boston College,Boston College -13.5,WIN,True,1.0,True,1.0,-12.110894572731471,6.408547385924308
2025,3,California,Minnesota,27.0,14.0,13.0,3.5,California,California +3.5,WIN,True,1.0,True,1.0,4.513465629312847,14.077647666470753
2025,3,Hawai'i,Portland State,23.0,3.0,20.0,-36.5,Portland State,Portland State +36.5,WIN,True,1.0,True,1.0,47.86647274149417,-0.5759894701164114
