season,week,home_team,away_team,home_points,away_points,actual_margin,spread_line,ats_pick_team,ats_pick_description,spread_result,bet_spread,ats_outcome,bet_total,ou_outcome,edge_spread,edge_total
2025,12,East Carolina,Memphis,31.0,27.0,4.0,-2.5,East Carolina,East Carolina -2.5,WIN,True,1.0,True,0.0,7.293576683500347,-1.56940136696209
2025,12,Tulane,Florida Atlantic,35.0,24.0,11.0,-17.5,Florida Atlantic,Florida Atlantic +17.5,WIN,True,1.0,True,1.0,33.742928775875384,-6.6338046093420004
2025,12,Tennessee,New Mexico State,42.0,9.0,33.0,-41.5,New Mexico State,New Mexico State +41.5,WIN,True,1.0,True,1.0,63.586370052386556,-4.56736772108313
2025,12,Wake Forest,North Carolina,28.0,12.0,16.0,-3.5,Wake Forest,Wake Forest -3.5,WIN,True,1.0,True,1.0,16.775458752389753,17.344872512520134
2025,12,Florida International,Liberty,34.0,27.0,7.0,4.5,Florida International,Florida International +4.5,WIN,True,1.0,True,1.0,2.170008891610653,2.261958940168377
2025,12,Georgia Southern,Coastal Carolina,45.0,40.0,5.0,-3.5,Coastal Carolina,Coastal Carolina +3.5,LOSS,True,0.0,True,0.0,2.1507062516581477,-2.4041681091890865
2025,12,Ole Miss,Florida,34.0,24.0,10.0,-11.5,Ole Miss,Ole Miss -11.5,LOSS,True,0.0,True,1.0,39.7865515097628,0.666277984101697
2025,12,Washington,Purdue,49.0,13.0,36.0,-14.5,Washington,Washington -14.5,WIN,True,1.0,True,1.0,40.41057047671632,3.302374327785749
2025,12,Baylor,Utah,28.0,55.0,-27.0,9.5,Utah,Utah -9.5,WIN,True,1.0,True,0.0,-15.52424538466046,-5.924340278899024
2025,12,Sam Houston,Delaware,26.0,23.0,3.0,13.5,Delaware,Delaware -13.5,WIN,True,1.0,True,1.0,-26.259768328177547,-1.5440190663061415
2025,12,UNLV,Utah State,29.0,26.0,3.0,-4.5,UNLV,UNLV -4.5,LOSS,True,0.0,True,1.0,17.951754526978345,-12.059964154223103
2025,12,Florida State,Virginia Tech,34.0,14.0,20.0,-13.5,Florida State,Florida State -13.5,WIN,True,1.0,True,0.0,28.390407880451004,1.624660303892476
2025,12,Georgia,Texas,35.0,10.0,25.0,-3.5,Georgia,Georgia -3.5,WIN,True,1.0,True,0.0,15.165136054635276,5.095129538363018
2025,12,Ohio State,UCLA,48.0,10.0,38.0,-32.5,Ohio State,Ohio State -32.5,WIN,True,1.0,True,1.0,66.35318276950484,8.058539408373136
2025,12,Missouri,Mississippi State,49.0,27.0,22.0,-7.5,Missouri,Missouri -7.5,WIN,True,1.0,True,1.0,21.69325939179417,4.578897850675979
2025,12,Jacksonville State,Kennesaw State,35.0,26.0,9.0,3.5,Kennesaw State,Kennesaw State -3.5,LOSS,True,0.0,False,,-2.471196795035912,-0.05150949306547403
2025,12,Washington State,Louisiana Tech,28.0,3.0,25.0,-10.5,Louisiana Tech,Louisiana Tech +10.5,LOSS,True,0.0,True,0.0,13.999271454810028,11.844758111749627
2025,12,BYU,TCU,44.0,13.0,31.0,-2.5,BYU,BYU -2.5,WIN,True,1.0,True,1.0,18.134452842659403,3.2614957031946687
2025,12,San Diego State,Boise State,17.0,7.0,10.0,-2.5,San Diego State,San Diego State -2.5,WIN,True,1.0,True,0.0,13.955045691010344,11.251002068662132
2025,12,Fresno State,Wyoming,24.0,3.0,21.0,-2.5,Fresno State,Fresno State -2.5,WIN,True,1.0,True,0.0,16.750183186158164,13.713815543654427
